Dataset,Cell_or_nuclei,donor_ID,SpinalRegion,Level,Atlas_annotation,Sex,Age,Platform,cell_id
U19_HMS,Nuclei,unassigned,Unknown,Unk,A-PEP.SCGN/ADRA2C,unassigned,unassigned,10x 3' RNA,228
U19_HMS,Nuclei,G-210,Unknown,Unk,Ab-LTMR.ETV1,unassigned,unassigned,10x 3' RNA,229
U19_HMS,Nuclei,G-210,Unknown,Unk,Ab-LTMR.ETV1,unassigned,unassigned,10x 3' RNA,230
U19_HMS,Nuclei,G-282,Unknown,Unk,C-PEP.TAC1/CACNG5,unassigned,unassigned,10x 3' RNA,231
U19_HMS,Nuclei,unassigned,Unknown,Unk,C-NP.MRGPRX1/GFRA2,unassigned,unassigned,10x 3' RNA,232
U19_HMS,Nuclei,G-210,Unknown,Unk,C-NP.SST,unassigned,unassigned,10x 3' RNA,233
U19_HMS,Nuclei,G-134,Unknown,Unk,A-Propr.PCDH8,unassigned,unassigned,10x 3' RNA,234
U19_HMS,Nuclei,G-210,Unknown,Unk,A-Propr.PCDH8,unassigned,unassigned,10x 3' RNA,235
U19_HMS,Nuclei,G-175,Unknown,Unk,A-LTMR.TAC3,unassigned,unassigned,10x 3' RNA,236
U19_HMS,Nuclei,G-175,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,237
U19_HMS,Nuclei,G-210,Unknown,Unk,C-NP.SST,unassigned,unassigned,10x 3' RNA,238
U19_HMS,Nuclei,G-140,Unknown,Unk,A-PEP.SCGN/ADRA2C,unassigned,unassigned,10x 3' RNA,239
U19_HMS,Nuclei,unassigned,Unknown,Unk,C-NP.MRGPRX1/MRGPRX4,unassigned,unassigned,10x 3' RNA,240
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,241
U19_HMS,Nuclei,unassigned,Unknown,Unk,C-PEP.TAC1/CACNG5,unassigned,unassigned,10x 3' RNA,242
U19_HMS,Nuclei,G-210,Unknown,Unk,C-Thermo.TRPM8,unassigned,unassigned,10x 3' RNA,243
U19_HMS,Nuclei,unassigned,Unknown,Unk,A-Propr.PCDH8,unassigned,unassigned,10x 3' RNA,244
U19_HMS,Nuclei,unassigned,Unknown,Unk,C-NP.MRGPRX1/GFRA2,unassigned,unassigned,10x 3' RNA,245
U19_HMS,Nuclei,G-175,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,246
U19_HMS,Nuclei,G-210,Unknown,Unk,C-NP.SST,unassigned,unassigned,10x 3' RNA,247
U19_HMS,Nuclei,G-210,Unknown,Unk,ATF3,unassigned,unassigned,10x 3' RNA,248
U19_HMS,Nuclei,G-210,Unknown,Unk,A-Propr.PCDH8,unassigned,unassigned,10x 3' RNA,249
U19_HMS,Nuclei,G-210,Unknown,Unk,Ab-LTMR.ETV1,unassigned,unassigned,10x 3' RNA,250
U19_HMS,Nuclei,G-210,Unknown,Unk,ATF3,unassigned,unassigned,10x 3' RNA,251
U19_HMS,Nuclei,unassigned,Unknown,Unk,C-PEP.TAC1/CHRNA3,unassigned,unassigned,10x 3' RNA,252
U19_HMS,Nuclei,G-210,Unknown,Unk,C-NP.MRGPRX1/GFRA2,unassigned,unassigned,10x 3' RNA,253
U19_HMS,Nuclei,G-173,Unknown,Unk,A-Propr.EPHA3,unassigned,unassigned,10x 3' RNA,254
U19_HMS,Nuclei,unassigned,Unknown,Unk,A-PEP.CHRNA7/SLC18A3,unassigned,unassigned,10x 3' RNA,255
U19_HMS,Nuclei,unassigned,Unknown,Unk,C-NP.MRGPRX1/GFRA2,unassigned,unassigned,10x 3' RNA,256
U19_HMS,Nuclei,G-210,Unknown,Unk,C-PEP.TAC1/CACNG5,unassigned,unassigned,10x 3' RNA,257
U19_HMS,Nuclei,G-132,Unknown,Unk,A-Propr.PCDH8,unassigned,unassigned,10x 3' RNA,258
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,259
U19_HMS,Nuclei,G-210,Unknown,Unk,A-Propr.HAPLN4,unassigned,unassigned,10x 3' RNA,260
U19_HMS,Nuclei,G-175,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,261
U19_HMS,Nuclei,G-270,Unknown,Unk,A-Propr.PCDH8,unassigned,unassigned,10x 3' RNA,262
U19_HMS,Nuclei,G-173,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,263
U19_HMS,Nuclei,G-218,Unknown,Unk,A-Propr.EPHA3,unassigned,unassigned,10x 3' RNA,264
U19_HMS,Nuclei,G-182,Unknown,Unk,C-NP.SST,unassigned,unassigned,10x 3' RNA,265
U19_HMS,Nuclei,G-210,Unknown,Unk,Ab-LTMR.ETV1,unassigned,unassigned,10x 3' RNA,266
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,267
U19_HMS,Nuclei,G-175,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,268
U19_HMS,Nuclei,G-173,Unknown,Unk,Ab-LTMR.CCKAR,unassigned,unassigned,10x 3' RNA,269
U19_HMS,Nuclei,unassigned,Unknown,Unk,ATF3,unassigned,unassigned,10x 3' RNA,270
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.SCGN/ADRA2C,unassigned,unassigned,10x 3' RNA,271
U19_HMS,Nuclei,unassigned,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,272
U19_HMS,Nuclei,G-164,Unknown,Unk,Ab-LTMR.ETV1,unassigned,unassigned,10x 3' RNA,273
U19_HMS,Nuclei,G-210,Unknown,Unk,C-PEP.ADORA2B,unassigned,unassigned,10x 3' RNA,274
U19_HMS,Nuclei,G-210,Unknown,Unk,Ab-LTMR.NSG2,unassigned,unassigned,10x 3' RNA,275
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,276
U19_HMS,Nuclei,G-134,Unknown,Unk,C-PEP.TAC1/CHRNA3,unassigned,unassigned,10x 3' RNA,277
U19_HMS,Nuclei,unassigned,Unknown,Unk,C-PEP.TAC1/CHRNA3,unassigned,unassigned,10x 3' RNA,278
U19_HMS,Nuclei,unassigned,Unknown,Unk,C-NP.SST,unassigned,unassigned,10x 3' RNA,279
U19_HMS,Nuclei,G-133,Unknown,Unk,A-PEP.CHRNA7/SLC18A3,unassigned,unassigned,10x 3' RNA,280
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.SCGN/ADRA2C,unassigned,unassigned,10x 3' RNA,281
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.CHRNA7/SLC18A3,unassigned,unassigned,10x 3' RNA,282
U19_HMS,Nuclei,unassigned,Unknown,Unk,A-LTMR.TAC3,unassigned,unassigned,10x 3' RNA,283
U19_HMS,Nuclei,G-203,Unknown,Unk,Ab-LTMR.NSG2,unassigned,unassigned,10x 3' RNA,284
U19_HMS,Nuclei,unassigned,Unknown,Unk,C-PEP.TAC1/CACNG5,unassigned,unassigned,10x 3' RNA,285
U19_HMS,Nuclei,unassigned,Unknown,Unk,ATF3,unassigned,unassigned,10x 3' RNA,286
U19_HMS,Nuclei,G-210,Unknown,Unk,A-LTMR.TAC3,unassigned,unassigned,10x 3' RNA,287
U19_HMS,Nuclei,G-210,Unknown,Unk,A-LTMR.TAC3,unassigned,unassigned,10x 3' RNA,288
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.SCGN/ADRA2C,unassigned,unassigned,10x 3' RNA,289
U19_HMS,Nuclei,unassigned,Unknown,Unk,A-Propr.HAPLN4,unassigned,unassigned,10x 3' RNA,290
U19_HMS,Nuclei,unassigned,Unknown,Unk,C-PEP.TAC1/CHRNA3,unassigned,unassigned,10x 3' RNA,291
U19_HMS,Nuclei,G-210,Unknown,Unk,A-Propr.EPHA3,unassigned,unassigned,10x 3' RNA,292
U19_HMS,Nuclei,G-210,Unknown,Unk,Ab-LTMR.ETV1,unassigned,unassigned,10x 3' RNA,293
U19_HMS,Nuclei,G-210,Unknown,Unk,A-Propr.HAPLN4,unassigned,unassigned,10x 3' RNA,294
U19_HMS,Nuclei,unassigned,Unknown,Unk,C-PEP.TAC1/CACNG5,unassigned,unassigned,10x 3' RNA,295
U19_HMS,Nuclei,G-210,Unknown,Unk,A-Propr.HAPLN4,unassigned,unassigned,10x 3' RNA,296
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,297
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.SCGN/ADRA2C,unassigned,unassigned,10x 3' RNA,298
U19_HMS,Nuclei,G-210,Unknown,Unk,C-PEP.TAC1/CACNG5,unassigned,unassigned,10x 3' RNA,299
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.NTRK3/S100A16,unassigned,unassigned,10x 3' RNA,300
U19_HMS,Nuclei,G-103,Unknown,Unk,A-PEP.SCGN/ADRA2C,unassigned,unassigned,10x 3' RNA,301
U19_HMS,Nuclei,G-210,Unknown,Unk,C-NP.MRGPRX1/GFRA2,unassigned,unassigned,10x 3' RNA,302
U19_HMS,Nuclei,unassigned,Unknown,Unk,A-PEP.CHRNA7/SLC18A3,unassigned,unassigned,10x 3' RNA,303
U19_HMS,Nuclei,unassigned,Unknown,Unk,C-NP.SST,unassigned,unassigned,10x 3' RNA,304
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.NTRK3/S100A16,unassigned,unassigned,10x 3' RNA,305
U19_HMS,Nuclei,G-210,Unknown,Unk,A-Propr.PCDH8,unassigned,unassigned,10x 3' RNA,306
U19_HMS,Nuclei,G-221,Unknown,Unk,Ab-LTMR.NSG2,unassigned,unassigned,10x 3' RNA,307
U19_HMS,Nuclei,unassigned,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,308
U19_HMS,Nuclei,G-131,Unknown,Unk,Ab-LTMR.NSG2,unassigned,unassigned,10x 3' RNA,309
U19_HMS,Nuclei,unassigned,Unknown,Unk,C-NP.SST,unassigned,unassigned,10x 3' RNA,310
U19_HMS,Nuclei,unassigned,Unknown,Unk,C-NP.MRGPRX1/GFRA2,unassigned,unassigned,10x 3' RNA,311
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.SCGN/ADRA2C,unassigned,unassigned,10x 3' RNA,312
U19_HMS,Nuclei,G-210,Unknown,Unk,Ab-LTMR.ETV1,unassigned,unassigned,10x 3' RNA,313
U19_HMS,Nuclei,G-164,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,314
U19_HMS,Nuclei,unassigned,Unknown,Unk,Ab-LTMR.NSG2,unassigned,unassigned,10x 3' RNA,315
U19_HMS,Nuclei,G-210,Unknown,Unk,A-Propr.PCDH8,unassigned,unassigned,10x 3' RNA,316
U19_HMS,Nuclei,G-210,Unknown,Unk,Ab-LTMR.NSG2,unassigned,unassigned,10x 3' RNA,317
U19_HMS,Nuclei,G-131,Unknown,Unk,Ab-LTMR.NSG2,unassigned,unassigned,10x 3' RNA,318
U19_HMS,Nuclei,unassigned,Unknown,Unk,A-PEP.CHRNA7/SLC18A3,unassigned,unassigned,10x 3' RNA,319
U19_HMS,Nuclei,G-210,Unknown,Unk,A-Propr.HAPLN4,unassigned,unassigned,10x 3' RNA,320
U19_HMS,Nuclei,G-210,Unknown,Unk,A-Propr.HAPLN4,unassigned,unassigned,10x 3' RNA,321
U19_HMS,Nuclei,G-210,Unknown,Unk,A-Propr.HAPLN4,unassigned,unassigned,10x 3' RNA,322
U19_HMS,Nuclei,G-251,Unknown,Unk,Ab-LTMR.NSG2,unassigned,unassigned,10x 3' RNA,323
U19_HMS,Nuclei,G-210,Unknown,Unk,Ab-LTMR.NSG2,unassigned,unassigned,10x 3' RNA,324
U19_HMS,Nuclei,G-210,Unknown,Unk,C-PEP.TAC1/CACNG5,unassigned,unassigned,10x 3' RNA,325
U19_HMS,Nuclei,G-270,Unknown,Unk,A-PEP.CHRNA7/SLC18A3,unassigned,unassigned,10x 3' RNA,326
U19_HMS,Nuclei,G-270,Unknown,Unk,A-PEP.NTRK3/S100A16,unassigned,unassigned,10x 3' RNA,327
U19_HMS,Nuclei,G-210,Unknown,Unk,A-LTMR.TAC3,unassigned,unassigned,10x 3' RNA,328
U19_HMS,Nuclei,G-210,Unknown,Unk,Ab-LTMR.ETV1,unassigned,unassigned,10x 3' RNA,329
U19_HMS,Nuclei,G-210,Unknown,Unk,Ab-LTMR.NSG2,unassigned,unassigned,10x 3' RNA,330
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,331
U19_HMS,Nuclei,unassigned,Unknown,Unk,A-PEP.SCGN/ADRA2C,unassigned,unassigned,10x 3' RNA,332
U19_HMS,Nuclei,G-210,Unknown,Unk,C-NP.SST,unassigned,unassigned,10x 3' RNA,333
U19_HMS,Nuclei,unassigned,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,334
U19_HMS,Nuclei,unassigned,Unknown,Unk,C-NP.SST,unassigned,unassigned,10x 3' RNA,335
U19_HMS,Nuclei,unassigned,Unknown,Unk,C-PEP.TAC1/CACNG5,unassigned,unassigned,10x 3' RNA,336
U19_HMS,Nuclei,G-210,Unknown,Unk,Ab-LTMR.NSG2,unassigned,unassigned,10x 3' RNA,337
U19_HMS,Nuclei,G-210,Unknown,Unk,Ab-LTMR.ETV1,unassigned,unassigned,10x 3' RNA,338
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,339
U19_HMS,Nuclei,unassigned,Unknown,Unk,C-NP.MRGPRX1/GFRA2,unassigned,unassigned,10x 3' RNA,340
U19_HMS,Nuclei,unassigned,Unknown,Unk,C-Thermo.TRPM8,unassigned,unassigned,10x 3' RNA,341
U19_HMS,Nuclei,G-131,Unknown,Unk,Ab-LTMR.NSG2,unassigned,unassigned,10x 3' RNA,342
U19_HMS,Nuclei,unassigned,Unknown,Unk,A-PEP.NTRK3/S100A16,unassigned,unassigned,10x 3' RNA,343
U19_HMS,Nuclei,unassigned,Unknown,Unk,Ab-LTMR.LGI2,unassigned,unassigned,10x 3' RNA,344
U19_HMS,Nuclei,G-164,Unknown,Unk,Ab-LTMR.CCKAR,unassigned,unassigned,10x 3' RNA,345
U19_HMS,Nuclei,G-210,Unknown,Unk,C-PEP.TAC1/CACNG5,unassigned,unassigned,10x 3' RNA,346
U19_HMS,Nuclei,G-210,Unknown,Unk,Ab-LTMR.ETV1,unassigned,unassigned,10x 3' RNA,347
U19_HMS,Nuclei,G-210,Unknown,Unk,A-Propr.HAPLN4,unassigned,unassigned,10x 3' RNA,348
U19_HMS,Nuclei,unassigned,Unknown,Unk,A-PEP.SCGN/ADRA2C,unassigned,unassigned,10x 3' RNA,349
U19_HMS,Nuclei,G-182,Unknown,Unk,C-PEP.ADORA2B,unassigned,unassigned,10x 3' RNA,350
U19_HMS,Nuclei,G-164,Unknown,Unk,C-PEP.TAC1/CACNG5,unassigned,unassigned,10x 3' RNA,351
U19_HMS,Nuclei,G-210,Unknown,Unk,C-NP.SST,unassigned,unassigned,10x 3' RNA,352
U19_HMS,Nuclei,unassigned,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,353
U19_HMS,Nuclei,unassigned,Unknown,Unk,C-PEP.TAC1/CACNG5,unassigned,unassigned,10x 3' RNA,354
U19_HMS,Nuclei,G-210,Unknown,Unk,C-PEP.TAC1/CHRNA3,unassigned,unassigned,10x 3' RNA,355
U19_HMS,Nuclei,unassigned,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,356
U19_HMS,Nuclei,G-210,Unknown,Unk,Ab-LTMR.ETV1,unassigned,unassigned,10x 3' RNA,357
U19_HMS,Nuclei,G-210,Unknown,Unk,Ab-LTMR.NSG2,unassigned,unassigned,10x 3' RNA,358
U19_HMS,Nuclei,G-210,Unknown,Unk,A-Propr.PCDH8,unassigned,unassigned,10x 3' RNA,359
U19_HMS,Nuclei,unassigned,Unknown,Unk,C-PEP.TAC1/CACNG5,unassigned,unassigned,10x 3' RNA,360
U19_HMS,Nuclei,G-210,Unknown,Unk,Ab-LTMR.ETV1,unassigned,unassigned,10x 3' RNA,361
U19_HMS,Nuclei,G-210,Unknown,Unk,C-PEP.TAC1/CACNG5,unassigned,unassigned,10x 3' RNA,362
U19_HMS,Nuclei,unassigned,Unknown,Unk,C-NP.SST,unassigned,unassigned,10x 3' RNA,363
U19_HMS,Nuclei,unassigned,Unknown,Unk,A-Propr.HAPLN4,unassigned,unassigned,10x 3' RNA,364
U19_HMS,Nuclei,G-251,Unknown,Unk,Ab-LTMR.ETV1,unassigned,unassigned,10x 3' RNA,365
U19_HMS,Nuclei,unassigned,Unknown,Unk,A-LTMR.TAC3,unassigned,unassigned,10x 3' RNA,366
U19_HMS,Nuclei,G-164,Unknown,Unk,Ab-LTMR.NSG2,unassigned,unassigned,10x 3' RNA,367
U19_HMS,Nuclei,G-210,Unknown,Unk,A-Propr.PCDH8,unassigned,unassigned,10x 3' RNA,368
U19_HMS,Nuclei,G-210,Unknown,Unk,Ab-LTMR.ETV1,unassigned,unassigned,10x 3' RNA,369
U19_HMS,Nuclei,G-182,Unknown,Unk,A-Propr.HAPLN4,unassigned,unassigned,10x 3' RNA,370
U19_HMS,Nuclei,G-164,Unknown,Unk,Ab-LTMR.ETV1,unassigned,unassigned,10x 3' RNA,371
U19_HMS,Nuclei,unassigned,Unknown,Unk,A-PEP.SCGN/ADRA2C,unassigned,unassigned,10x 3' RNA,372
U19_HMS,Nuclei,G-210,Unknown,Unk,C-Thermo.RXFP1,unassigned,unassigned,10x 3' RNA,373
U19_HMS,Nuclei,G-153,Unknown,Unk,Ab-LTMR.NSG2,unassigned,unassigned,10x 3' RNA,374
U19_HMS,Nuclei,G-271,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,375
U19_HMS,Nuclei,unassigned,Unknown,Unk,C-NP.SST,unassigned,unassigned,10x 3' RNA,376
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.NTRK3/S100A16,unassigned,unassigned,10x 3' RNA,377
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,378
U19_HMS,Nuclei,G-210,Unknown,Unk,A-Propr.HAPLN4,unassigned,unassigned,10x 3' RNA,379
U19_HMS,Nuclei,unassigned,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,380
U19_HMS,Nuclei,G-210,Unknown,Unk,A-Propr.HAPLN4,unassigned,unassigned,10x 3' RNA,381
U19_HMS,Nuclei,unassigned,Unknown,Unk,Ab-LTMR.NSG2,unassigned,unassigned,10x 3' RNA,382
U19_HMS,Nuclei,unassigned,Unknown,Unk,A-LTMR.TAC3,unassigned,unassigned,10x 3' RNA,383
U19_HMS,Nuclei,G-210,Unknown,Unk,Ab-LTMR.ETV1,unassigned,unassigned,10x 3' RNA,384
U19_HMS,Nuclei,G-173,Unknown,Unk,Ab-LTMR.ETV1,unassigned,unassigned,10x 3' RNA,385
U19_HMS,Nuclei,G-210,Unknown,Unk,A-Propr.HAPLN4,unassigned,unassigned,10x 3' RNA,386
U19_HMS,Nuclei,G-221,Unknown,Unk,C-NP.MRGPRX1/GFRA2,unassigned,unassigned,10x 3' RNA,387
U19_HMS,Nuclei,G-103,Unknown,Unk,A-Propr.PCDH8,unassigned,unassigned,10x 3' RNA,388
U19_HMS,Nuclei,G-165,Unknown,Unk,Ab-LTMR.NSG2,unassigned,unassigned,10x 3' RNA,389
U19_HMS,Nuclei,unassigned,Unknown,Unk,A-Propr.PCDH8,unassigned,unassigned,10x 3' RNA,390
U19_HMS,Nuclei,G-164,Unknown,Unk,C-PEP.TAC1/CACNG5,unassigned,unassigned,10x 3' RNA,391
U19_HMS,Nuclei,G-218,Unknown,Unk,A-PEP.SCGN/ADRA2C,unassigned,unassigned,10x 3' RNA,392
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.CHRNA7/SLC18A3,unassigned,unassigned,10x 3' RNA,393
U19_HMS,Nuclei,unassigned,Unknown,Unk,A-LTMR.TAC3,unassigned,unassigned,10x 3' RNA,394
U19_HMS,Nuclei,G-131,Unknown,Unk,A-Propr.PCDH8,unassigned,unassigned,10x 3' RNA,395
U19_HMS,Nuclei,unassigned,Unknown,Unk,A-PEP.NTRK3/S100A16,unassigned,unassigned,10x 3' RNA,396
U19_HMS,Nuclei,G-210,Unknown,Unk,Ab-LTMR.NSG2,unassigned,unassigned,10x 3' RNA,397
U19_HMS,Nuclei,unassigned,Unknown,Unk,C-PEP.TAC1/CACNG5,unassigned,unassigned,10x 3' RNA,398
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.SCGN/ADRA2C,unassigned,unassigned,10x 3' RNA,399
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.SCGN/ADRA2C,unassigned,unassigned,10x 3' RNA,400
U19_HMS,Nuclei,G-210,Unknown,Unk,Ab-LTMR.CCKAR,unassigned,unassigned,10x 3' RNA,401
U19_HMS,Nuclei,unassigned,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,402
U19_HMS,Nuclei,unassigned,Unknown,Unk,C-PEP.TAC1/CACNG5,unassigned,unassigned,10x 3' RNA,403
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.SCGN/ADRA2C,unassigned,unassigned,10x 3' RNA,404
U19_HMS,Nuclei,G-210,Unknown,Unk,A-Propr.PCDH8,unassigned,unassigned,10x 3' RNA,405
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.SCGN/ADRA2C,unassigned,unassigned,10x 3' RNA,406
U19_HMS,Nuclei,G-210,Unknown,Unk,Ab-LTMR.ETV1,unassigned,unassigned,10x 3' RNA,407
U19_HMS,Nuclei,G-210,Unknown,Unk,A-Propr.HAPLN4,unassigned,unassigned,10x 3' RNA,408
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,409
U19_HMS,Nuclei,unassigned,Unknown,Unk,C-Thermo.TRPM8,unassigned,unassigned,10x 3' RNA,410
U19_HMS,Nuclei,G-210,Unknown,Unk,A-Propr.HAPLN4,unassigned,unassigned,10x 3' RNA,411
U19_HMS,Nuclei,G-210,Unknown,Unk,Ab-LTMR.NSG2,unassigned,unassigned,10x 3' RNA,412
U19_HMS,Nuclei,G-103,Unknown,Unk,C-PEP.TAC1/CACNG5,unassigned,unassigned,10x 3' RNA,413
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,414
U19_HMS,Nuclei,G-255,Unknown,Unk,C-NP.MRGPRX1/GFRA2,unassigned,unassigned,10x 3' RNA,415
U19_HMS,Nuclei,unassigned,Unknown,Unk,A-PEP.SCGN/ADRA2C,unassigned,unassigned,10x 3' RNA,416
U19_HMS,Nuclei,unassigned,Unknown,Unk,A-PEP.SCGN/ADRA2C,unassigned,unassigned,10x 3' RNA,417
U19_HMS,Nuclei,G-210,Unknown,Unk,C-Thermo.RXFP1,unassigned,unassigned,10x 3' RNA,418
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.SCGN/ADRA2C,unassigned,unassigned,10x 3' RNA,419
U19_HMS,Nuclei,G-210,Unknown,Unk,Ab-LTMR.NSG2,unassigned,unassigned,10x 3' RNA,420
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,421
U19_HMS,Nuclei,unassigned,Unknown,Unk,C-PEP.TAC1/CHRNA3,unassigned,unassigned,10x 3' RNA,422
U19_HMS,Nuclei,unassigned,Unknown,Unk,C-PEP.TAC1/CACNG5,unassigned,unassigned,10x 3' RNA,423
U19_HMS,Nuclei,G-164,Unknown,Unk,A-PEP.CHRNA7/SLC18A3,unassigned,unassigned,10x 3' RNA,424
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.NTRK3/S100A16,unassigned,unassigned,10x 3' RNA,425
U19_HMS,Nuclei,G-210,Unknown,Unk,A-Propr.HAPLN4,unassigned,unassigned,10x 3' RNA,426
U19_HMS,Nuclei,G-210,Unknown,Unk,C-NP.SST,unassigned,unassigned,10x 3' RNA,427
U19_HMS,Nuclei,G-164,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,428
U19_HMS,Nuclei,G-210,Unknown,Unk,Ab-LTMR.ETV1,unassigned,unassigned,10x 3' RNA,429
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.SCGN/ADRA2C,unassigned,unassigned,10x 3' RNA,430
U19_HMS,Nuclei,G-153,Unknown,Unk,A-PEP.SCGN/ADRA2C,unassigned,unassigned,10x 3' RNA,431
U19_HMS,Nuclei,G-210,Unknown,Unk,A-Propr.HAPLN4,unassigned,unassigned,10x 3' RNA,432
U19_HMS,Nuclei,G-210,Unknown,Unk,A-Propr.HAPLN4,unassigned,unassigned,10x 3' RNA,433
U19_HMS,Nuclei,G-255,Unknown,Unk,A-PEP.CHRNA7/SLC18A3,unassigned,unassigned,10x 3' RNA,434
U19_HMS,Nuclei,G-131,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,435
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,436
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.NTRK3/S100A16,unassigned,unassigned,10x 3' RNA,437
U19_HMS,Nuclei,G-165,Unknown,Unk,A-PEP.CHRNA7/SLC18A3,unassigned,unassigned,10x 3' RNA,438
U19_HMS,Nuclei,G-171,Unknown,Unk,A-Propr.HAPLN4,unassigned,unassigned,10x 3' RNA,439
U19_HMS,Nuclei,G-210,Unknown,Unk,C-PEP.TAC1/CACNG5,unassigned,unassigned,10x 3' RNA,440
U19_HMS,Nuclei,unassigned,Unknown,Unk,A-Propr.HAPLN4,unassigned,unassigned,10x 3' RNA,441
U19_HMS,Nuclei,G-210,Unknown,Unk,Ab-LTMR.ETV1,unassigned,unassigned,10x 3' RNA,442
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.NTRK3/S100A16,unassigned,unassigned,10x 3' RNA,443
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,444
U19_HMS,Nuclei,unassigned,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,445
U19_HMS,Nuclei,G-210,Unknown,Unk,A-Propr.PCDH8,unassigned,unassigned,10x 3' RNA,446
U19_HMS,Nuclei,G-210,Unknown,Unk,C-PEP.TAC1/CACNG5,unassigned,unassigned,10x 3' RNA,447
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.SCGN/ADRA2C,unassigned,unassigned,10x 3' RNA,448
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.SCGN/ADRA2C,unassigned,unassigned,10x 3' RNA,449
U19_HMS,Nuclei,G-210,Unknown,Unk,A-PEP.KIT,unassigned,unassigned,10x 3' RNA,450
U19_HMS,Nuclei,unassigned,Unknown,Unk,C-Thermo.RXFP1,unassigned,unassigned,10x 3' RNA,451
U19_HMS,Nuclei,unassigned,Unknown,Unk,C-NP.MRGPRX1/MRGPRX4,unassigned,unassigned,10x 3' RNA,452
U19_HMS,Nuclei,unassigned,Unknown,Unk,ATF3,unassigned,unassigned,10x 3' RNA,453
U19_HMS,Nuclei,unassigned,Unknown,Unk,C-PEP.TAC1/CHRNA3,unassigned,unassigned,10x 3' RNA,454
